RECORD_ID,POLICY_NUMBER,NOTIFICATION_DATE,ACTION_TYPE,POLICY_TYPE,REASON_SOURCE,INDICATOR_60D,ZIP_CODE,EFFECTIVE_DATE,REASON_CODES,THIRD_PARTY_IND,AERIAL_IMAGERY
TFB-103836,POL-775206,2026-01-09,D,D,B,1,76710,2026-03-31,JL,N,0
TFB-103837,POL-807421,2026-02-28,C,H,B,1,76710,2026-02-23,E,N,0
TFB-103838,POL-731427,2026-01-04,D,D,B,0,76710,2026-02-16,CF,N,0
TFB-103839,POL-969844,2026-01-26,D,C,A,0,76710,2026-03-09,BDH,N,0
TFB-103840,POL-953768,2026-03-15,NR,H,B,1,75201,2026-05-19,CL,Y,0
TFB-103841,POL-652743,2026-02-25,C,D,B,0,76712,2026-03-31,L,N,0
TFB-103842,POL-536149,2026-02-14,D,C,C,1,78701,2026-04-30,AFH,N,0
TFB-103843,POL-923453,2026-03-27,C,H,B,0,76710,2026-04-16,CDF,Y,0
TFB-103844,POL-755348,2026-04-02,D,D,C,1,77002,2026-06-01,AF,Y,0
TFB-103845,POL-791082,2026-02-07,NR,H,B,0,76710,2026-02-24,B,N,0
TFB-103846,POL-628182,2026-01-27,C,H,C,1,77002,2026-04-27,I,Y,0
TFB-103847,POL-987032,2026-03-08,D,C,C,0,76712,2026-04-24,BF,N,0
TFB-103848,POL-783674,2026-03-15,C,D,C,1,76710,2026-05-14,G,N,0
TFB-103849,POL-987451,2026-03-06,D,T,C,1,76701,2026-06-04,BI,Y,0
TFB-103850,POL-674702,2026-02-15,C,H,A,0,75201,2026-03-26,EHK,N,0
TFB-103851,POL-908162,2026-02-24,NR,T,C,1,76712,2026-05-24,EFK,Y,1
TFB-103852,POL-886223,2026-03-15,D,H,B,0,76712,2026-04-21,AK,Y,0
TFB-103853,POL-658609,2026-01-21,NR,C,A,0,76712,2026-02-05,EHI,N,0
TFB-103854,POL-514720,2026-03-10,C,D,A,0,77002,2026-04-24,EKL,N,0
TFB-103855,POL-915829,2026-03-22,C,D,C,0,78701,2026-04-22,EH,N,0
TFB-103856,POL-601017,2026-01-09,C,H,C,0,78701,2026-02-12,DE,Y,0
TFB-103857,POL-963177,2026-04-01,NR,D,C,0,76712,2026-04-30,FJK,Y,1
TFB-103858,POL-608988,2026-01-08,D,C,B,0,78205,2026-02-13,BE,Y,0
TFB-103859,POL-583818,2026-02-14,D,H,A,1,75201,2026-05-11,H,N,0
TFB-103860,POL-911200,2026-01-23,C,T,B,1,76701,2026-04-22,I,Y,0
TFB-103861,POL-741609,2026-04-06,D,T,C,0,78205,2026-05-19,AL,Y,0
TFB-103862,POL-630713,2026-03-03,D,D,B,0,76712,2026-03-27,DGI,N,0
TFB-103863,POL-568999,2026-03-10,NR,H,C,1,76701,2026-05-18,HK,Y,1
TFB-103864,POL-898770,2026-03-18,C,D,C,1,79901,2026-05-28,EL,Y,0
TFB-103865,POL-696248,2026-02-19,C,H,C,0,78701,2026-03-07,B,Y,0
TFB-103866,POL-671021,2026-03-01,C,D,B,1,76712,2026-05-06,G,Y,0
TFB-103867,POL-826382,2026-01-02,C,D,C,0,76701,2026-01-31,L,N,0
TFB-103868,POL-838002,2026-01-30,NR,T,A,0,75201,2026-03-05,D,Y,0
TFB-103869,POL-936782,2026-01-23,NR,T,A,1,78701,2026-04-18,CH,Y,0
TFB-103870,POL-541377,2026-02-03,D,D,A,0,76712,2026-03-05,DH,N,0
TFB-103871,POL-878314,2026-01-25,D,T,A,1,76710,2026-04-15,BEL,N,0
TFB-103872,POL-676576,2026-01-27,D,D,B,0,75201,2026-03-18,AH,N,0
TFB-103873,POL-694278,2026-03-22,NR,D,A,0,76710,2026-04-07,K,Y,1
TFB-103874,POL-959329,2026-02-19,NR,C,C,0,78205,2026-04-17,FK,Y,1
TFB-103875,POL-952077,2026-01-13,C,T,C,1,78701,2026-03-18,BGH,Y,0
TFB-103876,POL-950496,2026-04-06,C,T,A,0,79901,2026-05-08,JK,Y,1
TFB-103877,POL-986144,2026-02-01,NR,C,A,0,78205,2026-03-27,EIL,Y,0
TFB-103878,POL-695502,2026-01-31,D,D,A,0,76712,2026-03-07,FHI,N,0
TFB-103879,POL-572317,2026-01-09,D,C,C,1,78701,2026-03-13,H,Y,0
TFB-103880,POL-574947,2026-03-08,D,H,B,1,79901,2026-06-03,CK,N,0
TFB-103881,POL-796082,2026-03-18,C,C,C,0,76701,2026-04-21,H,N,0
TFB-103882,POL-621608,2026-01-19,D,D,B,1,78205,2026-04-16,F,N,0
TFB-103883,POL-787144,2026-02-25,D,T,A,1,76710,2026-05-26,CFI,Y,0
TFB-103884,POL-505039,2026-01-28,C,D,A,0,76712,2026-02-14,BCD,Y,0
TFB-103885,POL-842061,2026-01-06,C,T,C,1,76710,2026-04-04,IJL,Y,0
TFB-103886,POL-768564,2026-02-04,NR,D,C,0,76701,2026-03-17,H,Y,0
TFB-103887,POL-943137,2026-01-06,D,D,C,0,76701,2026-02-18,IL,Y,0
TFB-103888,POL-849267,2026-04-03,D,C,C,0,76710,2026-05-01,IL,N,0
TFB-103889,POL-945879,2026-04-21,NR,D,B,1,76712,2026-07-02,DEG,Y,0
TFB-103890,POL-948418,2026-04-08,NR,T,A,0,77002,2026-04-29,I,Y,0
TFB-103891,POL-566677,2026-02-14,D,T,B,0,78205,2026-03-27,GHI,N,0
TFB-103892,POL-691478,2026-02-08,C,D,A,0,79901,2026-03-09,CDG,Y,0
TFB-103893,POL-606654,2026-01-22,D,T,B,0,76701,2026-02-25,CDK,Y,1
TFB-103894,POL-896347,2026-03-22,D,H,A,0,78701,2026-04-20,D,Y,0
TFB-103895,POL-531984,2026-03-22,D,C,A,0,77002,2026-04-18,A,N,0
TFB-103896,POL-909833,2026-03-10,C,C,A,1,76712,2026-05-14,FJL,Y,0
TFB-103897,POL-785092,2026-04-06,NR,D,B,0,78205,2026-04-23,BJ,Y,0
TFB-103898,POL-585686,2026-02-02,D,T,B,0,76710,2026-02-26,H,Y,0
TFB-103899,POL-758057,2026-04-16,NR,T,A,0,78701,2026-05-31,K,Y,0
TFB-103900,POL-761184,2026-04-14,C,H,B,0,,2026-05-06,DI,Y,0
TFB-103901,POL-938493,2026-03-19,D,C,A,0,78701,2026-04-08,F,Y,0
TFB-103902,POL-891534,2026-02-10,D,C,A,1,75201,2026-04-17,H,N,0
TFB-103903,POL-662365,2026-01-21,NR,D,B,0,79901,2026-03-06,LGF,Y,0
TFB-103904,POL-897129,2026-04-03,D,T,C,1,76712,2026-06-21,FGH,Y,0
TFB-103905,POL-549106,2026-01-16,NR,D,C,0,75201,2026-02-14,F,Y,0
TFB-103906,POL-983061,2026-01-14,D,T,B,0,75201,2026-03-03,AJ,N,0
TFB-103907,POL-803315,2026-01-01,D,T,B,0,79901,2026-02-06,D,N,0
TFB-103908,POL-591866,2026-02-12,C,D,C,0,78205,2026-04-11,BKL,Y,1
TFB-103909,POL-805597,2026-03-17,NR,H,C,1,75201,2026-05-31,A,Y,0
TFB-103910,POL-704184,2026-02-10,NR,T,A,0,75201,2026-04-04,GI,N,0
TFB-103911,POL-595220,2026-04-15,NR,C,A,0,77002,2026-05-21,J,Y,0
TFB-103912,POL-931253,2026-02-26,D,D,A,0,78205,2026-03-27,L,N,0
TFB-103913,POL-682456,2026-02-21,NR,C,C,1,76712,2026-05-01,EL,N,0
TFB-103914,POL-688852,2026-02-08,NR,T,B,0,78701,2026-04-04,AFG,Y,0
TFB-103915,POL-957815,2026-03-20,C,D,A,1,76701,2026-05-30,BG,N,0
TFB-103916,POL-519097,2026-02-23,NR,T,A,0,76710,2026-04-05,A,Y,0
TFB-103917,POL-500369,2026-04-17,C,T,A,1,76712,2026-07-05,AJL,N,0
TFB-103918,POL-542045,2026-03-02,D,H,A,1,76710,2026-05-04,B,Y,0
TFB-103919,POL-615357,2026-02-23,NR,C,B,1,78205,2026-05-15,FJL,Y,0
TFB-103920,POL-974770,2026-04-21,NR,C,B,1,76701,2026-07-07,BJL,N,0
TFB-103921,POL-588750,2026-04-18,C,D,B,0,79901,2026-05-08,D,Y,0
TFB-103922,POL-923927,2026-01-12,NR,T,B,0,76701,2026-02-07,AEF,Y,0
TFB-103923,POL-709705,2026-01-17,D,D,A,1,78701,2026-03-21,E,Y,0
TFB-103924,POL-939684,2026-02-20,C,C,C,1,76710,2026-04-24,I,Y,0
TFB-103925,POL-972986,2026-02-17,NR,C,B,0,77002,2026-02-12,AHI,Y,0
TFB-103926,POL-984585,2026-03-28,NR,T,C,0,76710,2026-05-04,B,Y,0
TFB-103927,POL-589768,2026-01-26,D,C,A,1,77002,2026-03-30,JFE,Y,0
TFB-103928,POL-550242,2026-04-01,C,C,C,0,78701,2026-03-27,EH,N,0
TFB-103929,POL-768412,2026-01-02,C,C,A,1,76710,2026-03-20,E,N,0
TFB-103930,POL-912143,2026-02-26,C,T,C,0,76701,2026-03-18,FK,N,0
TFB-103931,POL-873280,2026-03-17,C,D,C,0,78701,2026-04-04,D,Y,0
TFB-103932,POL-594012,2026-01-29,D,D,B,1,78205,2026-04-19,EI,N,0
TFB-103933,POL-983145,2026-03-01,NR,D,A,0,78205,2026-03-16,B,Y,0
TFB-103934,POL-946679,2026-01-21,NR,H,C,1,78205,2026-04-16,AEF,N,0
TFB-103935,POL-580644,2026-03-02,D,C,A,1,78205,2026-05-05,G,N,0
TFB-103936,POL-672071,2026-01-20,D,T,A,1,76701,2026-04-03,EK,Y,1
TFB-103937,POL-713797,2026-01-11,D,T,B,1,79901,2026-04-04,E,Y,0
TFB-103938,POL-809868,2026-03-20,NR,H,B,1,77002,2026-06-15,J,Y,0
TFB-103939,POL-578069,2026-01-09,D,C,A,0,78205,2026-02-24,F,N,0
TFB-103940,POL-911961,2026-01-20,D,T,B,1,75201,2026-04-07,E,N,0
TFB-103941,POL-940938,2026-01-12,C,T,A,0,77002,2026-03-02,G,Y,0
TFB-103942,POL-921847,2026-01-02,C,C,A,0,76710,2026-02-15,JK,N,0
TFB-103943,POL-525209,2026-02-23,NR,H,A,1,75201,2026-05-17,IJ,N,0
TFB-103944,POL-581517,2026-03-16,NR,H,B,1,77002,2026-06-08,CG,Y,0
TFB-103945,POL-701938,2026-03-02,NR,D,C,1,76701,2026-05-07,AD,N,0
TFB-103946,POL-727758,2026-01-23,C,D,A,1,75201,2026-04-02,AL,N,0
TFB-103947,POL-823874,2026-03-10,D,D,B,0,76712,2026-04-04,AK,Y,1
TFB-103948,POL-779508,2026-04-04,D,H,C,1,,2026-07-01,EIL,Y,0
TFB-103949,POL-533581,2026-03-28,C,T,B,1,76701,2026-06-20,BEK,Y,0
TFB-103950,POL-549569,2026-02-12,C,T,B,1,,2026-04-27,L,N,0
TFB-103951,POL-757858,2026-03-13,NR,H,B,0,77002,2026-04-20,DG,N,0
TFB-103952,POL-615089,2026-01-26,C,C,A,0,75201,2026-03-16,I,N,0
TFB-103953,POL-504650,2026-01-27,D,T,A,0,76701,2026-02-20,EGH,N,0
TFB-103954,POL-665667,2026-03-31,NR,H,C,0,76701,2026-04-28,E,Y,0
TFB-103955,POL-581495,2026-02-19,D,C,A,1,76712,2026-04-23,BEF,N,0
TFB-103956,POL-918331,2026-01-06,NR,C,A,0,75201,2026-02-05,CD,N,0
TFB-103957,POL-740409,2026-04-14,C,H,A,0,78205,2026-05-27,J,Y,0
TFB-103958,POL-992297,2026-03-16,NR,D,A,1,79901,2026-05-22,HL,Y,0
TFB-103959,POL-763012,2026-03-19,D,C,B,1,76710,2026-06-01,C,Y,0
TFB-103960,POL-846921,2026-03-18,C,D,A,0,78205,2026-04-13,LKA,N,0
TFB-103961,POL-958813,2026-01-18,C,H,C,0,76710,2026-03-03,K,N,0
TFB-103962,POL-551675,2026-03-15,NR,T,B,1,78701,2026-05-28,DE,Y,0
TFB-103963,POL-978296,2026-01-29,C,H,A,0,76712,2026-03-15,AEI,N,0
TFB-103964,POL-913835,2026-02-03,NR,H,B,0,79901,2026-03-25,H,Y,0
TFB-103965,POL-542061,2026-03-28,NR,D,A,1,77002,2026-06-20,A,Y,0
TFB-103966,POL-849260,2026-01-29,D,H,B,0,75201,2026-03-23,BFJ,Y,0
TFB-103967,POL-693643,2026-03-10,C,C,C,0,76712,2026-05-01,CGH,Y,0
TFB-103968,POL-874218,2026-03-13,NR,T,C,0,75201,2026-04-19,G,N,0
TFB-103969,POL-929357,2026-03-14,C,T,B,0,75201,2026-04-28,KL,Y,1
TFB-103970,POL-504167,2026-02-01,C,T,C,0,78701,2026-03-24,J,Y,0
TFB-103971,POL-869274,2026-03-22,D,T,B,1,76701,2026-06-04,B,N,0
TFB-103972,POL-672660,2026-01-09,C,D,C,1,76712,2026-03-25,C,Y,0
TFB-103973,POL-617394,2026-01-02,NR,H,B,0,76710,2026-02-13,EF,Y,0
TFB-103974,POL-979554,2026-04-13,NR,T,A,0,79901,2026-05-01,ADF,Y,0
TFB-103975,POL-771654,2026-04-19,C,D,C,1,76710,2026-07-15,JL,N,0
TFB-103976,POL-776055,2026-02-01,C,H,B,0,79901,2026-03-06,H,N,0
TFB-103977,POL-590274,2026-01-19,C,C,B,1,76701,2026-04-02,GL,N,0
TFB-103978,POL-506912,2026-02-11,D,T,C,1,78701,2026-05-11,ACI,Y,0
TFB-103979,POL-518951,2026-01-09,NR,H,B,0,78205,2026-03-06,E,Y,0
TFB-103980,POL-893812,2026-02-20,C,T,B,1,78701,2026-04-28,G,Y,0
TFB-103981,POL-506793,2026-03-16,C,H,A,0,76712,2026-04-14,I,N,0
TFB-103982,POL-659181,2026-03-04,C,C,C,0,78205,2026-02-27,BG,Y,0
TFB-103983,POL-724263,2026-03-17,D,H,B,1,75201,2026-06-14,C,N,0
TFB-103984,POL-755140,2026-01-18,NR,H,C,1,75201,2026-03-19,GIL,N,0
TFB-103985,POL-743040,2026-02-02,NR,T,B,1,75201,2026-05-03,F,Y,0
TFB-103986,POL-584861,2026-03-23,NR,C,A,0,76710,2026-05-12,K,N,0
TFB-103987,POL-552974,2026-02-20,NR,T,C,1,78701,2026-04-28,BD,N,0
TFB-103988,POL-825988,2026-03-23,NR,D,C,1,79901,2026-06-14,DFG,Y,0
TFB-103989,POL-981201,2026-01-21,C,D,B,0,75201,2026-03-10,DK,N,0
TFB-103990,POL-830571,2026-02-27,D,H,A,0,77002,2026-04-24,HL,Y,0
TFB-103991,POL-809606,2026-01-05,D,T,C,1,76712,2026-03-23,AJ,Y,0
TFB-103992,POL-860657,2026-04-07,NR,C,C,1,76701,2026-06-23,BCH,Y,0
TFB-103993,POL-730005,2026-03-01,NR,D,C,0,75201,2026-03-21,HJL,N,0
TFB-103994,POL-932771,2026-03-22,C,H,B,0,76712,2026-04-14,CGJ,Y,0
TFB-103995,POL-943189,2026-01-18,C,C,C,1,76710,2026-03-31,K,Y,1
TFB-103996,POL-564918,2026-01-26,NR,C,A,0,76701,2026-02-14,F,N,0
TFB-103997,POL-567392,2026-01-17,D,T,C,1,76712,2026-03-21,E,Y,0
TFB-103998,POL-689557,2026-03-12,NR,D,A,0,76712,2026-04-08,HJ,Y,0
TFB-103999,POL-585357,2026-03-25,C,T,A,0,76712,2026-03-20,DIK,Y,1
TFB-104000,POL-600075,2026-01-13,C,C,B,0,,2026-02-10,CEL,Y,0
TFB-104001,POL-531424,2026-04-07,NR,C,A,0,79901,2026-05-22,FGI,Y,0
TFB-104002,POL-735597,2026-03-28,C,D,B,1,78701,2026-05-29,CEK,Y,1
TFB-104003,POL-562971,2026-01-31,C,D,B,0,78701,2026-03-14,ACG,Y,0
TFB-104004,POL-728535,2026-03-03,D,C,C,0,75201,2026-02-26,L,Y,0
TFB-104005,POL-879696,2026-01-29,D,C,C,0,75201,2026-03-06,CEL,Y,0
TFB-104006,POL-562111,2026-03-31,NR,C,B,0,76701,2026-04-25,BI,Y,0
TFB-104007,POL-612032,2026-01-20,C,C,A,0,77002,2026-03-09,HA,Y,0
TFB-104008,POL-907122,2026-01-29,D,H,B,0,76710,2026-02-20,CL,Y,0
TFB-104009,POL-771358,2026-03-20,NR,D,C,0,75201,2026-04-10,BG,Y,0
TFB-104010,POL-836902,2026-01-12,D,C,B,0,78701,2026-03-01,EF,Y,0
TFB-104011,POL-578034,2026-02-20,D,T,C,1,76712,2026-05-20,EF,Y,0
TFB-104012,POL-913428,2026-02-01,C,H,C,0,79901,2026-03-14,IL,Y,0
TFB-104013,POL-980099,2026-01-04,C,H,A,1,78205,2026-03-24,K,Y,1
TFB-104014,POL-633320,2026-01-15,C,T,B,0,75201,2026-02-08,H,Y,0
TFB-104015,POL-683924,2026-04-04,NR,C,A,0,76701,2026-05-26,ABF,Y,0
TFB-104016,POL-922545,2026-04-19,NR,D,A,0,77002,2026-05-10,KL,N,0
TFB-104017,POL-651500,2026-02-07,D,H,A,1,76701,2026-05-08,BE,Y,0
TFB-104018,POL-529116,2026-02-10,C,H,C,0,75201,2026-03-18,F,N,0
TFB-104019,POL-947985,2026-01-20,NR,T,B,0,76710,2026-03-07,CE,N,0
TFB-104020,POL-764956,2026-03-29,NR,T,C,0,77002,2026-05-27,IJK,N,0
TFB-104021,POL-583671,2026-02-23,D,T,C,1,78205,2026-05-09,AH,N,0
TFB-104022,POL-792480,2026-01-09,NR,T,A,1,77002,2026-03-29,DEJ,N,0
TFB-104023,POL-604436,2026-02-13,C,H,C,0,78205,2026-03-04,AK,Y,1
TFB-104024,POL-570095,2026-03-10,NR,T,B,1,76712,2026-05-11,BCI,Y,0
TFB-104025,POL-882295,2026-02-22,D,C,C,0,78701,2026-04-03,GKL,N,0
TFB-104026,POL-530532,2026-01-12,C,C,C,0,78701,2026-02-04,H,N,0
TFB-104027,POL-771188,2026-02-11,NR,T,C,1,75201,2026-05-04,GA,N,0
TFB-104028,POL-832884,2026-03-23,NR,H,C,1,78701,2026-05-25,CDJ,N,0
TFB-104029,POL-986429,2026-03-08,NR,D,B,1,79901,2026-05-26,AD,N,0
TFB-104030,POL-897508,2026-01-22,NR,D,A,0,77002,2026-02-20,BDI,Y,0
TFB-104031,POL-835640,2026-04-10,D,D,A,0,76712,2026-06-02,K,Y,1
TFB-104032,POL-718081,2026-02-04,C,H,C,1,79901,2026-04-14,FK,Y,1
TFB-104033,POL-979668,2026-04-03,C,T,B,0,77002,2026-04-27,DF,Y,0
TFB-104034,POL-925803,2026-04-17,D,H,C,0,76701,2026-06-14,AI,Y,0
TFB-104035,POL-718888,2026-01-14,NR,D,C,1,78205,2026-03-21,BIK,Y,1
TFB-104036,POL-660716,2026-02-27,NR,D,A,0,76710,2026-04-14,BDH,Y,0
TFB-104037,POL-791275,2026-02-23,NR,C,A,1,77002,2026-05-02,CDL,Y,0
TFB-104038,POL-839293,2026-03-22,D,D,A,0,76710,2026-04-23,AH,Y,0
TFB-104039,POL-517599,2026-02-01,C,D,B,1,76701,2026-04-25,AK,Y,1
TFB-104040,POL-523800,2026-01-28,NR,D,B,0,79901,2026-03-09,IK,N,0
TFB-104041,POL-891636,2026-04-01,D,D,B,0,77002,2026-04-29,DHI,Y,0
TFB-104042,POL-653890,2026-03-22,D,D,B,0,77002,2026-05-01,H,Y,0
TFB-104043,POL-829834,2026-04-20,C,H,C,1,77002,2026-06-27,K,N,0
TFB-104044,POL-541795,2026-01-16,D,H,C,0,78701,2026-02-12,J,Y,0
TFB-104045,POL-807678,2026-03-01,D,H,C,1,,2026-05-13,D,Y,0
TFB-104046,POL-690637,2026-01-12,D,H,B,0,76712,2026-02-28,EF,Y,0
TFB-104047,POL-803205,2026-01-23,C,H,C,1,76710,2026-03-27,DH,N,0
TFB-104048,POL-616842,2026-03-20,C,T,C,0,76710,2026-05-14,EHL,Y,0
TFB-104049,POL-533210,2026-01-01,D,T,B,0,76712,2026-01-20,DEH,Y,0
TFB-104050,POL-751690,2026-02-20,D,H,B,0,77002,2026-03-17,CEL,N,0
TFB-104051,POL-619496,2026-01-03,D,C,C,1,76712,2026-03-21,LGA,N,0
TFB-104052,POL-611123,2026-02-21,C,D,A,1,78205,2026-05-18,I,Y,0
TFB-104053,POL-977245,2026-01-20,NR,C,C,1,77002,2026-04-12,B,Y,0
TFB-104054,POL-892232,2026-01-11,C,T,C,0,79901,2026-02-06,H,Y,0
TFB-104055,POL-610250,2026-01-14,D,D,A,1,78701,2026-03-17,H,Y,0
TFB-104056,POL-569170,2026-01-07,D,H,B,1,,2026-03-19,CJL,Y,0
TFB-104057,POL-555622,2026-02-03,C,H,A,0,76712,2026-02-28,IK,N,0
TFB-104058,POL-522107,2026-01-01,C,D,C,0,78701,2026-02-01,E,N,0
TFB-104059,POL-778092,2026-02-08,C,C,A,0,78701,2026-03-24,B,N,0
TFB-104060,POL-855082,2026-01-20,D,D,B,0,76701,2026-03-01,BH,N,0
TFB-104061,POL-953794,2026-01-03,C,D,B,0,76701,2026-03-02,FG,Y,0
TFB-104062,POL-659286,2026-03-06,C,D,A,1,75201,2026-05-08,BCE,N,0
TFB-104063,POL-572041,2026-01-06,C,T,A,0,79901,2026-02-13,H,N,0
TFB-104064,POL-579501,2026-04-20,D,H,B,1,77002,2026-06-24,FG,Y,0
TFB-104065,POL-767034,2026-01-18,C,C,B,0,78701,2026-03-02,FL,N,0
TFB-104066,POL-532509,2026-01-15,D,H,C,1,77002,2026-04-13,AGL,N,0
TFB-104067,POL-542037,2026-02-14,NR,D,C,0,76712,2026-03-17,DFH,N,0
TFB-104068,POL-978349,2026-01-19,C,D,C,1,76701,2026-04-17,BHI,N,0
TFB-104069,POL-698038,2026-04-05,D,H,A,0,78701,2026-04-24,DE,N,0
TFB-104070,POL-574769,2026-01-25,D,D,A,0,76701,2026-03-25,EK,N,0
TFB-104071,POL-644536,2026-03-29,NR,T,B,1,77002,2026-06-25,B,Y,0
TFB-104072,POL-741670,2026-03-06,NR,C,A,0,75201,2026-03-21,BC,Y,0
TFB-104073,POL-955555,2026-01-19,NR,T,A,0,78701,2026-02-10,ACI,N,0
TFB-104074,POL-714796,2026-01-18,D,H,B,1,75201,2026-04-02,ABD,Y,0
TFB-104075,POL-520152,2026-01-26,C,C,A,0,78205,2026-02-26,HJ,N,0
TFB-104076,POL-617018,2026-01-25,D,D,B,0,76701,2026-02-13,E,Y,0
TFB-104077,POL-853747,2026-02-06,NR,D,C,1,76701,2026-04-28,FGH,Y,0
TFB-104078,POL-967620,2026-02-24,NR,T,C,1,75201,2026-05-03,AH,Y,0
TFB-104079,POL-839894,2026-04-10,NR,H,B,0,79901,2026-06-03,FI,N,0
TFB-104080,POL-522111,2026-01-25,D,T,B,0,78701,2026-03-24,K,N,0
TFB-104081,POL-661230,2026-04-13,NR,C,A,1,77002,2026-06-14,A,Y,0
TFB-104082,POL-695614,2026-02-25,D,D,A,0,78205,2026-04-10,CI,Y,0
TFB-104083,POL-906163,2026-02-18,D,C,C,0,76712,2026-03-10,EG,N,0
TFB-104084,POL-523766,2026-01-02,C,T,B,0,78205,2026-02-07,ADI,Y,0
TFB-104085,POL-651338,2026-01-27,C,D,A,1,77002,2026-04-17,AGJ,N,0
TFB-104086,POL-828859,2026-04-11,C,D,A,1,77002,2026-06-25,DFJ,Y,0
TFB-104087,POL-704964,2026-04-08,C,C,C,0,76710,2026-05-26,E,Y,0
TFB-104088,POL-983208,2026-04-09,C,T,B,1,76701,2026-07-03,DEI,N,0
TFB-104089,POL-767428,2026-01-08,C,C,C,1,78205,2026-04-05,BL,Y,0
TFB-104090,POL-783936,2026-02-17,NR,C,A,1,79901,2026-05-15,E,N,0
TFB-104091,POL-924502,2026-03-14,NR,T,A,0,75201,2026-03-30,FJ,N,0
TFB-104092,POL-788370,2026-03-02,C,C,A,0,78205,2026-03-18,EL,Y,0
TFB-104093,POL-952956,2026-02-18,D,C,B,1,79901,2026-05-04,F,Y,0
TFB-104094,POL-580986,2026-02-01,C,D,B,1,76712,2026-04-11,CE,Y,0
TFB-104095,POL-637026,2026-01-20,C,D,A,0,75201,2026-02-05,AFK,Y,1
TFB-104096,POL-686241,2026-04-02,NR,D,A,0,78701,2026-04-20,AH,Y,0
TFB-104097,POL-532580,2026-02-03,C,H,B,1,76712,2026-04-14,K,Y,0
TFB-104098,POL-872242,2026-04-10,NR,D,A,1,76710,2026-06-13,AFG,N,0
TFB-104099,POL-759016,2026-04-10,C,C,C,1,78205,2026-06-21,J,N,0
TFB-104100,POL-704966,2026-03-26,NR,T,A,1,76701,2026-06-09,E,Y,0
TFB-104101,POL-922492,2026-01-05,NR,D,C,1,76710,2026-03-22,F,N,0
TFB-104102,POL-696698,2026-01-08,C,H,B,0,77002,2026-02-08,BE,N,0
TFB-104103,POL-973163,2026-02-08,D,H,C,1,78205,2026-05-03,FI,Y,0
TFB-104104,POL-970431,2026-01-21,D,T,B,0,76701,2026-03-09,ADL,N,0
TFB-104105,POL-682931,2026-03-31,C,D,A,1,75201,2026-06-12,G,N,0
TFB-104106,POL-863409,2026-01-01,NR,D,B,0,75201,2026-02-23,H,N,0
TFB-104107,POL-715818,2026-04-12,NR,C,B,0,75201,2026-05-17,E,Y,0
TFB-104108,POL-779105,2026-02-02,C,D,B,1,76701,2026-04-28,BC,Y,0
TFB-104109,POL-829483,2026-01-29,D,C,A,0,78205,2026-03-04,CEK,N,0
TFB-104110,POL-521674,2026-02-09,D,T,C,1,78205,2026-04-14,K,Y,1
TFB-104111,POL-678069,2026-02-17,D,C,C,0,75201,2026-04-16,G,Y,0
TFB-104112,POL-716099,2026-01-09,D,H,C,0,78701,2026-02-04,J,Y,0
TFB-104113,POL-805209,2026-04-08,C,T,A,0,78701,2026-04-03,HIK,N,0
TFB-104114,POL-891869,2026-04-14,NR,H,C,0,76701,2026-06-10,AC,Y,0
TFB-104115,POL-870266,2026-02-05,NR,H,C,0,76710,2026-03-05,J,Y,0
TFB-104116,POL-787550,2026-04-09,NR,T,B,0,79901,2026-05-13,HI,N,0
TFB-104117,POL-885332,2026-03-19,NR,H,A,1,77002,2026-05-20,E,N,0
TFB-104118,POL-851537,2026-03-29,NR,C,A,0,79901,2026-04-15,C,Y,0
TFB-104119,POL-910666,2026-03-28,D,C,B,0,77002,2026-05-21,AG,Y,0
TFB-104120,POL-538232,2026-01-22,D,C,C,1,75201,2026-03-31,DL,N,0
TFB-104121,POL-866606,2026-02-23,NR,T,A,0,75201,2026-04-17,H,Y,0
TFB-104122,POL-993415,2026-03-09,C,C,C,0,76701,2026-04-14,DEI,Y,0
TFB-104123,POL-877578,2026-01-10,D,C,A,0,78205,2026-03-09,DH,N,0
TFB-104124,POL-702858,2026-03-19,C,D,C,0,76712,2026-04-28,F,N,0
TFB-104125,POL-736561,2026-02-09,C,H,C,1,77002,2026-05-04,AL,Y,0
TFB-104126,POL-908032,2026-03-20,C,D,A,1,78205,2026-05-20,GK,N,0
TFB-104127,POL-503438,2026-03-30,NR,H,A,0,77002,2026-04-29,AGK,N,0
TFB-104128,POL-742036,2026-03-12,C,H,C,0,76712,2026-04-09,DL,Y,0
TFB-104129,POL-965233,2026-02-05,C,D,A,1,76701,2026-04-07,AH,Y,0
TFB-104130,POL-640855,2026-02-03,C,H,B,1,76712,2026-04-06,DEL,N,0
TFB-104131,POL-502872,2026-03-24,NR,D,B,1,77002,2026-06-10,AGI,Y,0
TFB-104132,POL-682725,2026-01-14,D,H,B,0,76701,2026-01-30,CFK,N,0
TFB-104133,POL-955734,2026-02-18,NR,D,A,0,79901,2026-04-05,GJK,N,0
TFB-104134,POL-671265,2026-02-01,C,D,A,1,76701,2026-01-27,K,Y,1
TFB-104135,POL-807123,2026-02-17,C,C,C,0,78205,2026-03-05,CG,Y,0
TFB-104136,POL-599866,2026-03-26,D,C,A,1,77002,2026-06-17,F,Y,0
TFB-104137,POL-611541,2026-01-11,D,D,A,0,75201,2026-02-01,BE,Y,0
